"TERM : 1024","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2001-2002","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","342","3.455","26.9","24.3","18.7","1.2","0.3","",".","",".","22.5","",".",".","",".","",".","0.3",".","0.3","5.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","3","3.833","66.7","33.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","5","3.900","80.0","20.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","20","",".",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","5.0","95.0"
"Prof Yr 1","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","69","3.280","15.9","27.5","53.6","2.9",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","247","3.650","31.2","25.5","10.5","0.8","0.4","",".","",".","31.2","",".",".","",".","",".","0.4",".",".","."
"Professionals","","317","3.451","27.8","25.9","20.2","1.3","0.3","",".","",".","24.3","",".",".","",".","",".","0.3",".",".","."
"","Dept. Total","342","3.455","26.9","24.3","18.7","1.2","0.3","",".","",".","22.5","",".",".","",".","",".","0.3",".","0.3","5.6"
