"Arthurian Legend & Literature","351
001","","19","3.750","57.9","26.3","10.5",".",".",".","",".","","5.3",".","",".",".","",".","",".","",".",".","."
"Old Norse","408
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Intdis Stdy-Medvl Civ","550
001","","15","3.567","33.3","60.0",".",".","6.7",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","44","3.646","50.0","31.8","13.6",".","2.3","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","3.500","50.0",".","50.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.643","25.0","62.5",".",".",".","",".","",".","12.5","",".",".","",".","",".","",".",".",".","."
"Senior","","","30","3.610","50.0","30.0","16.7",".","3.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","3.620","46.3","34.1","14.6",".","2.4","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","44","3.646","50.0","31.8","13.6",".","2.3","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
