"TERM : 1024","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2001-2002","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"NEUROPHYSIOLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Neurobi II:Intr-Brain&Behav","524
001
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"NEUROPHY
680","3
Dept. Total","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"680
NEUROPHY","","","","","","","","","","","","","","","",""
"Senior","3","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","3","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
3","3.000",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 344 of 392"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
