"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Med-Phy Asst II","401
001","31","3.565","29.0","58.1","9.7","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Asst II","403
001","30","3.317","10.0","50.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Iss Pro Pract for Phy Assts","416
001","30","3.617","50.0","23.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care II","421
001","28","3.304","14.3","42.9","32.1","10.7",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Medicine for Phy Asst","440
001","28","3.214","17.9","32.1","39.3","3.6","3.6","3.6",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448
001","30","3.783","70.0","23.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Phy Assts","516
001","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
002","20","3.675","65.0","10.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","30","3.700","60.0","23.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","16","3.656","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","275","3.639","46.9","31.3","17.8","2.9","0.7","0.4",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Junior","","12","3.450","16.7","41.7","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","262","3.648","48.5","30.9","16.8","2.7","0.8","0.4",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","274","3.642","47.1","31.4","17.5","2.9","0.7","0.4",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","275","3.639","46.9","31.3","17.8","2.9","0.7","0.4",".",".",".",".",".",".",".",".",".","."
