"THERAPEUTIC SCI (DEPT-KINES Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","",""
"Orientation to Occ Ther","100
001","48","3.833","87.5","4.2","6.3",".",".",".","2.1",".",".",".",".",".",".",".",".","."
"","105
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Health Care: Intrdis Appr","Course Total","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Medical Terminology","148
001","53","3.712","69.8","11.3","11.3",".","5.7",".",".","1.9",".",".",".",".",".",".",".","."
"Adaptatn-Pediatric Disordrs","534
001","23","3.304","17.4","30.4","47.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkship-Pediatrc Occ Ther","537
001","23","3.826","65.2","34.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkshp-Independent Living","544
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adaptatns-Independnt Living","545
001","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adp&Cnst Eqp-Peopl/Disbilts","546
001","10","3.250","20.0","20.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Scientific Inquiry","570
001","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organization and Management","636
001","23","3.413","13.0","56.5","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adaptatn-Phys Disablties II","640
001","23","3.239","8.7","34.8","52.2","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Clerkship-Phys Disabilities","641
001","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fieldwork","670
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"Special Topics","775
024","12","3.550","25.0","41.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","791
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","791
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"Directed Study","799
024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"THER SCI
939","Dept. Total","313","3.576","58.5","22.0","15.3","1.0","1.0",".","0.3","1.6",".","0.3",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","29","3.783","82.8","10.3","3.4",".",".",".","3.4",".",".",".",".",".",".",".",".","."
"Junior","","42","3.770","76.2","7.1","11.9",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Senior","","207","3.520","50.2","28.5","18.4","1.4","0.5",".",".","1.0",".",".",".",".",".",".",".","."
"Undergraduates","","301","3.577","59.5","22.3","15.3","1.0","1.0",".","0.3","0.7",".",".",".",".",".",".",".","."
"Special","","5","3.600","20.0","40.0",".",".",".",".",".","20.0",".","20.0",".",".",".",".",".","."
"Graduate","","6","3.429","33.3",".","33.3",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","313","3.576","58.5","22.0","15.3","1.0","1.0",".","0.3","1.6",".","0.3",".",".",".",".",".","."
