"TERM : 1024","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2001-2002","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"REHABILITATION MEDICINE","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","",""
"","920
002
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","920
004
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","920
006
3","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Rehabilitatn Med Clerk-CSC","Course Total
5","***","","","","","","","","","","","","","",""
"RHAB MED
840","5
Dept. Total","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","4","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Prof Yr 4","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
5","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 364 of 392"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
