"","927
041","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","927
044","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Clerk Neurology-VAH","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Rsch-Neurological Fields","990
081","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","84","3.416","25.0","27.4","44.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","2.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","3","3.571","33.3","33.3","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","3.571","33.3","33.3","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Graduate","","","2","3.250",".","50.0","50.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","","1","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","100.0","."
"Prof Yr 3","","","71","3.401","26.8","26.8","46.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","3.548","20.0","40.0","40.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","77","3.415","26.0","27.3","45.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.3","."
"","Dept. Total","","84","3.416","25.0","27.4","44.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.2","2.4"
