"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","3.900","66.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"812","081","","25","3.340","20.0","28.0","52.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","22","3.318","18.2","31.8","45.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","26","3.269","19.2","19.2","57.7","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","73","3.308","19.2","26.0","52.1","2.7",".",".",".",".",".",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","041","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","042","","50","",".",".",".",".",".",".",".","98.0",".",".",".",".","2.0",".",".","."
"915","043","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","044","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","Course Total","","77","",".",".",".",".",".",".",".","98.7",".",".",".",".","1.3",".",".","."
"919","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","4","***","","","","","","","","","","","","","","","",""
"920","041","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"920","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","10","3.500","10.0","80.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","27","3.537","37.0","40.7","18.5",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"921","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923
Gen Med Clerkship-Meriter","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerk-LaCrosse","Course Total","","2","***","","","","","","","","","","","","","","","",""
"927","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Clerkship-Freeport","Course Total","","2","***","","","","","","","","","","","","","","","",""
"928","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"928","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Med Subintern-Milwaukee","Course Total","","2","***","","","","","","","","","","","","","","","",""
