"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"GENETIC COUNSELOR STUDIES Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"413
GENECSLR","","","","","","","","","","","","","","","","","","",""
"714
Practicum-Genetic Coun","010","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"724
Cancer Genetics Risk Assess","010","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"737
Contemp Pro Iss-Gen Cnslng","010","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"740
Lab Genet and Genom for the GC","010","8","3.688","37.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Embryology & Prenatal Genetics","010","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"743
Adv Int Cslng for the GC I","101","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Smr: Med Genetic Counsel Rsrch","010","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"814
Adv Pract-Genetic Counselng","010","8","3.776","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Genetic Counseling","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
