"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","","",""
"","460","002","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Political Philos","","Course Total","","40","3.775","80.0","10.0","7.5",".",".",".","2.5",".",".",".",".",".",".",".",".","."
"Philos, Poli, & Econ Seminar","461","001","","22","3.818","77.3","18.2",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"The First Amendment","470","001","","46","3.761","65.2","26.1","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Race and Pol in the US","481","001","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Opinion","515","001","","98","3.959","92.9","4.1","2.0",".",".",".",".","1.0",".",".",".",".",".",".",".","."
"Arab-Israeli Conflict","529","001","","30","3.577","40.0","30.0","6.7","10.0",".",".",".","3.3",".",".",".",".",".",".","10.0","."
"Study Abroad-Pol Sci: Pol Thry","590","00A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Comparative Politics of Sport","635","001","","18","3.722","66.7","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","682","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis Smr","684","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdy Abroad-Pol Sci:CmpartvPol","690","00A","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","698","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","698","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","075","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Stat Inference Pol Research","813","001","","17","3.294","17.6","23.5","58.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Game Theory&Political Analysis","835","001","","14","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Political Econ of Devlopment","843","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"State&Society-Comprtv Perspctv","862","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"American Political Parties","873","001","","13","3.731","61.5","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Political Science","900","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-American Politics","904","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","919","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","919","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Sem-Adv Methodology","","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","931","001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","931","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Political Theory","","Course Total","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr:Topics in Comp Politics","948","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Intl Organization","959","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Political Theory Workshop","986","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Comparative Politic Colloquium","987","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Politics Workshop","989","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
