"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","250","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","252","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","255","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","267","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","269","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","270","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","273","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","274","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","276","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","154","3.997","97.4","0.6",".",".",".",".",".",".",".",".",".",".",".",".","1.9","."
"701
Cell Signals and Human Disease","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Improv for Scientists","010","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"720
Endocrinology and Metabolism","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
CHI Capstone Project","010","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"809
Health Care & Incarceration","090","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"880
The Body Electric: EP and ECG","007","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Transl Research Elective","Course Total","","5","***","","","","","","","","","","","","","","","",""
"905
Ventilator Physiology","008","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"906","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ACE Elderly Consult Elective","Course Total","","4","***","","","","","","","","","","","","","","","",""
"907","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Inpat Endo/Diabetes Consults","Course Total","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"908","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
