"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","020","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","022","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","023","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","156","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","159","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","164","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","202","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","23","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"911
Tumor Immunol Cancer Immnthrpy","005","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"912
Challenges in Oncology","004","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","002","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","003","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","005","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","007","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","008","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","009","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","012","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology","Course Total","19","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","037","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","038","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rsch in Human Cancer Bio","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
