"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534","001","","39","3.756","53.8","43.6","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","540","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Practice Issues in PT","543","001","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628","001","","39","3.615","33.3","56.4","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636","001","","38","3.711","44.7","52.6","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640","001","","39","3.859","71.8","28.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","642","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","642","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Practicum","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Current Iss in Rehab Rsch II","643","001","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665","001","","39","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677","001","","38","3.632","28.9","68.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700","002","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VI","705","002","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship VII","706","003","","38","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799","005","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
