"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","","Section
#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","94
Dept. Total","3.958","54.3","10.6","",".","",".","",".","",".","",".","31.9","",".",".","",".","1.1","",".",".","2.1","."
"Summary by Level","","#","Ave","A","AB","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","1","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Senior","5","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Undergraduates","6","4.000","100.0",".","",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Graduate","87","3.950","51.7","11.5","",".","",".","",".","",".","",".","33.3","",".",".","",".","1.1","",".",".","2.3","."
"","Prof Yr 3","1","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Professionals","1","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","","Dept. Total
94","3.958","54.3","10.6","",".","",".","",".","",".","",".","31.9","",".",".","",".","1.1","",".",".","2.1","."
