"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"NUTRITIONAL SCIENCES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"","132","001","463","3.910","89.8","6.0","2.6","0.6","0.4","0.2","0.2",".",".",".",".",".",".",".",".","."
"","132","002","469","3.950","93.8","4.5","0.4","0.9","0.2","0.2",".",".",".",".",".",".",".",".",".","."
"Nutrition Today","","Course Total","932","3.930","91.8","5.3","1.5","0.8","0.3","0.2","0.1",".",".",".",".",".",".",".",".","."
"","299","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","075","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Human Nutritional Needs","332","001","90","3.128","34.4","13.3","24.4","7.8","16.7","2.2","1.1",".",".",".",".",".",".",".",".","."
"World Hunger & Malnutrition","350","001","127","3.437","30.7","38.6","25.2","3.1","0.8","0.8","0.8",".",".",".",".",".",".",".",".","."
"Intro Epidemiology","379","001","210","3.588","60.0","16.2","13.3","6.2","2.9","1.0","0.5",".",".",".",".",".",".",".",".","."
"","421","002","48","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","421","004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Health Field Experience","","Course Total","67","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nutrition in the Life Span","431","001","47","3.106","23.4","25.5","23.4","17.0","6.4","2.1","2.1",".",".",".",".",".",".",".",".","."
"Undergrad Capstone Seminar Lab","500","001","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nutr Biochm & Mtblsm","510","001","22","3.250","36.4","13.6","27.3","9.1","13.6",".",".",".",".",".",".",".",".",".",".","."
"Nutrition, Fitness and Health","525","001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Community Nutr & Health Equity","540","002","45","3.556","31.1","55.6","8.9","2.2","2.2",".",".",".",".",".",".",".",".",".",".","."
"Human Disease & Biotechnology","560","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Nutr: Metab-Macronutrients","619","001","7","3.214","28.6",".","57.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Nutritnl Epidemiology","621","001","14","3.625","57.1","7.1","14.3",".","7.1",".",".","14.3",".",".",".",".",".",".",".","."
"Clinical Nutrition II","632","001","48","3.583","47.9","33.3","12.5","4.2",".","2.1",".",".",".",".",".",".",".",".",".","."
"App Clinical Nutrition II","642","001","47","3.851","74.5","21.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Clin Nutrition Pediatrics","651","001","35","3.900","85.7","8.6","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Nutr Counseling & Educ","652","001","9","3.278","22.2","44.4","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Clinical Nutrition Research","653","001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nutr & Dietetics Practicum I","670","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","671","001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","671","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Nutr & Dietetics Practicum II","","Course Total","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nutraceuticals for Hlth Prfsn","675","001","35","3.629","57.1","17.1","22.9",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"","699","012","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","085","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","086","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","","Course Total","20","3.953","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Micronutr-Human Phys & Disease","715","001","26","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Nutrition Assessment","720","002","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 27, 2025","","","","","","","","","","","","","","","","","","","","Page 34 of 486"
