"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"1
Cooperative Education Program","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"201
BME Design & Fundamentals","001","","125","3.848","78.4","16.8","1.6","2.4","0.8",".",".",".",".",".",".",".",".",".",".","."
"301
BME Design and Communication","001","","86","3.977","96.5","2.3","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"310
Bioinstrumentation","001","","88","3.409","34.1","34.1","18.2","9.1","3.4","1.1",".",".",".",".",".",".",".",".",".","."
"315
Biomechanics","001","","27","3.500","44.4","29.6","14.8","3.7","7.4",".",".",".",".",".",".",".",".",".",".","."
"325
Applied Statistics for BME","001","","69","3.783","71.0","20.3","5.8",".","2.9",".",".",".",".",".",".",".",".",".",".","."
"389","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"389","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
"399","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","047","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","089","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","099","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","118","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","133","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","145","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","149","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","150","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","161","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","163","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","165","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","166","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","73","3.993","98.6","1.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"402
BME Design Capstone II","001","","97","3.943","91.8","5.2","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"415
Biomechanics of Human Movement","001","","26","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"430
Biol Interactions w/ Materials","001","","122","3.275","15.6","38.5","36.1","8.2",".","1.6",".",".",".",".",".",".",".",".",".","."
"463
Computers in Medicine","001","","10","3.500","30.0","50.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"489","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","2","***","","","","","","","","","","","","","","","",""
