"TERM : 1254","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2024-2025","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACY PRACTICE","","Section
#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"728","PHM PRAC","","","","","","","","","","","","","","","","","","","","","","",""
"728","PHM PRAC","1560
Dept. Total","3.803","78.8","10.8","5.6","3.3","1.0","0.1","0.1","",".","",".","0.4","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"728","PHM PRAC","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
