"NUR","","","","","","","","","","","","","","","","","","","",""
"COLLABORATIVE NURSING PRG Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Transitions: Pract & Prof","306
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","407
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","407
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Foundations Prof Nursing Pract","Course Total","","9","3.389","33.3","22.2","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","441
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","441
003","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chronic Care Management","Course Total","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
003","","10","3.200","50.0","20.0","10.0",".","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"Nrsg Research & EB Practice","Course Total","","15","3.333","46.7","26.7","13.3",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","447
001","","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","447
003","","9","3.778","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Leadership and Management","Course Total","","16","3.781","81.3","6.3",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","453
002","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","453
003","","11","3.591","45.5","36.4","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Info Mgt & Hlthcare Tech","Course Total","","17","3.676","52.9","35.3","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","454
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","454
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Health Nursing","Course Total","","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"","490
029","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","490
052","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","10","3.450","20.0","70.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Capstone Practicum for RNs","519
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CNP
691","Dept. Total","","107","3.675","64.5","21.5","5.6","3.7","1.9","0.9","0.9",".",".",".",".",".","0.9",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"691
CNP","","","","","","","","","","","","","","","","","","","",""
"Junior","","","4","***","","","","","","","","","",".",".",".",".",".",".","."
