"TERM : 1254","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2024-2025","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGICAL SURGERY","","Section
#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678","NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678","NEURSURG","38
Dept. Total","4.000","57.9","",".","",".","",".","",".","",".","",".","42.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678","NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
