"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"So You Want to Chng the World?","100
001","","75","3.973","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Care: Intrdis Appr","105
001","","45","3.567","40.0","42.2","11.1","4.4","2.2",".",".",".",".",".",".",".",".",".",".","."
"Intro-Field of Social Work","205
001","","71","3.817","83.1","7.0","5.6","1.4","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"Introduction-Social Policy","206
001","","55","3.327","30.9","34.5","18.2","9.1","5.5",".","1.8",".",".",".",".",".",".",".",".","."
"Cont Issues-Social Welfare","375
001","","25","3.500","44.0","32.0","12.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","401
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
003","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
004","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
023","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
041","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401
043","","13","3.833","69.2","15.4","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","401
101","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr II","Course Total","","96","3.947","89.6","8.3","1.0",".",".",".",".",".",".",".",".",".","1.0",".",".","."
"Genlst Pract w Comms & Orgs","442
010","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Substance Use Disorders","453
001","","62","3.806","74.2","16.1","8.1",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","457
001","","74","3.253","25.7","32.4","20.3","12.2","5.4","2.7",".",".",".",".",".",".","1.4",".",".","."
"Interprof Collab Pract in HIV","467
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Homelessness: Service Learning","578
001","","12","3.083","8.3","33.3","41.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","612
001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
002","","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
003","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
004","","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Gnlst Pract","Course Total","","63","3.913","82.5","17.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sex Trafficking & Sex Trading","627
001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc Work in Am Indian Communit","636
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"SW Prac w/ LGBTQIA2S+","639
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ind&Comm","","","","","","","","","","","","","","","","","","","",""
"Issues in Dev. Disabilities","644
010","","42","3.810","83.3","9.5","4.8",".",".",".","2.4",".",".",".",".",".",".",".",".","."
"","646
001","","23","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","646
010","","22","3.875","77.3","9.1",".","4.5",".",".",".",".",".",".",".",".",".",".","9.1","."
"Child Abuse and Neglect","Course Total","","45","3.872","80.0","8.9","4.4","2.2",".",".",".",".",".",".",".",".",".",".","4.4","."
"SW Prac in Palliative Care","648
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Social Wrk Research","650
001","","42","3.060","23.8","21.4","23.8","14.3","14.3",".","2.4",".",".",".",".",".",".",".",".","."
"","656
001","","25","3.900","92.0","4.0",".",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","656
010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Foster & Kinship Care","Course Total","","30","3.850","83.3","10.0","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","675
001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Social Policy","709
001","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
