"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","",""
"934","046","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Psych Inpatient Clinical Elect","Course Total","6","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"946","002","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","004","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","044","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"946","046","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Child and Adol Psych Elective","Course Total","7","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
