"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","526","3.732","43.9","25.7","1.3","",".","",".","",".","",".","",".","",".","29.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","236","3.692","43.6","37.7","2.1","",".","",".","",".","",".","",".","",".","16.5","",".","",".","",".",".",".","."
"Prof Yr 2","","212","3.775","59.4","21.7","0.9","",".","",".","",".","",".","",".","",".","17.9","",".","",".","",".",".",".","."
"Prof Yr 3","","76","",".",".",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Professionals","","524","3.731","43.7","25.8","1.3","",".","",".","",".","",".","",".","",".","29.2","",".","",".","",".",".",".","."
"","Dept. Total","526","3.732","43.9","25.7","1.3","",".","",".","",".","",".","",".","",".","29.1","",".","",".","",".",".",".","."
