"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine II","602
002","66","3.803","65.2","30.3","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics","603
001","67","3.873","79.1","17.9","1.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Prev & Community Prac II","611
001","66","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar III","618
001","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Adv Patient Eval-Prim Care II","621
001","67","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology II","641
001","66","3.773","60.6","34.8","3.0","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Medicine","648
001","67","3.791","65.7","28.4","4.5","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods II","651
001","66","3.924","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Skills Laboratory","660
001","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prep for Health Care Belize","662
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Profess'l Smnr & Capstone II","718
001","60","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","17","3.706","47.1","47.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","21","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","57","3.991","98.2","1.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","804","3.865","52.6","13.3","1.4","0.4",".",".",".",".",".","32.3",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Graduate","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 1","","592","3.843","52.0","13.7","1.5","0.5",".",".",".",".",".","32.3",".",".",".",".",".","."
"Prof Yr 2","","180","3.888","52.8","12.8","1.1",".",".",".",".",".",".","33.3",".",".",".",".",".","."
"Prof Yr 4","","29","3.890","58.6","10.3",".",".",".",".",".",".",".","31.0",".",".",".",".",".","."
"Professionals","","801","3.865","52.4","13.4","1.4","0.4",".",".",".",".",".","32.5",".",".",".",".",".","."
"","Dept. Total","804","3.865","52.6","13.3","1.4","0.4",".",".",".",".",".","32.3",".",".",".",".",".","."
