"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","","Section
#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Interventional Radiology","Course Total
7","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Screening in Radiology","928
007
4","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"832","RADIOL","177
Dept. Total","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Prof Yr 3","55","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Prof Yr 4","122","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Professionals","177","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","","Dept. Total
177","","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
