"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699","045","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7","."
"The Healer's Art","711","063","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","919","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","919","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Clrkshp Family Med-Appleton","921","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","927","041","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","927","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rural & Community Hlth","","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clrkshp Family Med-St Lukes","930","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"St Mary's Fam Med Sub-Intrnshp","935","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","61","3.947","31.1",".","1.6",".",".",".",".","65.6",".",".",".",".",".",".","1.6","."
