"TERM : 1112","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2010-2011","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","",""
"SURG SCI
938","739
Dept. Total","3.615","33.6","9.2","5.8","1.4","0.9",".",".","45.9",".",".",".",".","",".  
.  
3.2
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","",""
"Sophomore","1","",".",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
100.0
."
