"TERM : 1112","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2010-2011","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - VET MED","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"MED SC-V
623","Dept. Total","575","3.330","24.5","4.3","15.7","1.2","1.6","",".","",".","49.4","",".",".","",".","",".",".",".","3.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","5","4.000","80.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","20.0","."
"Undergraduates","","5","4.000","80.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".","20.0","."
"Graduate","","2","4.000","50.0",".",".",".",".","",".","",".","50.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","5","4.000","20.0",".",".",".",".","",".","",".","80.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","268","3.159","11.6","9.3","33.6","2.6","3.4","",".","",".","39.2","",".",".","",".","",".","0.4",".",".","."
"Prof Yr 4","","358","4.000","28.8",".",".",".",".","",".","",".","66.2","",".",".","",".","",".",".",".","5.0","."
"Professionals","","632","3.322","21.5","4.0","14.2","1.1","1.4","",".","",".","54.7","",".",".","",".","",".","0.2",".","2.8","."
"","Dept. Total","639","3.330","22.1","3.9","14.1","1.1","1.4","",".","",".","54.3","",".",".","",".","",".","0.2",".","3.0","."
