"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","091","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","094","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","095","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","096","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","097","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","098","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Neurology","Course Total","6","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"910","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","081","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"919
Individualized 4th Yr Clerk","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"NEUROL
676","Dept. Total","9","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
