"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"700
Nursing Research I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","22","3.614","54.5","18.2","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"707
Leadership-Adv Practice Nurses","001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715
Preventn&Mgmt-Hlth Probs I","040","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"716","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","020","","22","3.818","68.2","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"716","050","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs II","Course Total","","38","3.855","73.7","23.7","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","3","***","","","","","","","","","","","","","","","",""
"722
Adv Prac Nursing Thry: Adults","001","","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747
Practicum-A Functional Area","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751
Adv Prac Nrsg Thry-Psychiatric","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"754
Adv Prac Nursng:Mentl Disordrs","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"772
Leadership&Org Decision-Making","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"798","016","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","8","4.000","12.5",".",".",".",".",".",".","75.0",".",".",".",".","12.5",".",".","."
"799","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","3.864","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"803
Adv Rsch Design & Methods I","001","","7","3.600","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".","28.6",".",".","."
"815
Knowledge Developmt in Nursing","001","","7","3.583","28.6","42.9","14.3",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"816
Proseminar in Nursing Research","001","","7","4.000","14.3",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","."
"880
Prevention Science","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","Page 385 of 402",""
