"MED","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","178","3.538","37.1","10.7","11.8","2.2","5.1","1.1","",".","27.5","",".",".","",".","3.4","0.6",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","13","3.036","38.5","7.7","15.4",".","30.8","7.7","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","58","3.456","51.7","6.9","20.7","6.9","8.6","1.7","",".","3.4","",".",".","",".",".",".",".",".","."
"Undergraduates","","71","3.378","49.3","7.0","19.7","5.6","12.7","2.8","",".","2.8","",".",".","",".",".",".",".",".","."
"Special","","2","3.000",".",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".","50.0","."
"Graduate","","103","3.746","29.1","13.6","4.9",".",".",".","",".","45.6","",".",".","",".","5.8","1.0",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2","3.500","50.0",".","50.0",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","178","3.538","37.1","10.7","11.8","2.2","5.1","1.1","",".","27.5","",".",".","",".","3.4","0.6",".","0.6","."
