"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","",""
"Women, Culture & Representn","101","001","115","3.570","41.7","41.7","9.6","3.5","1.7",".","0.9",".",".",".",".",".",".","0.9",".","."
"Women-Soc Inst & Soc Change","102","001","157","3.197","14.6","37.6","31.2","10.2","1.9","2.5","0.6",".",".",".",".",".","1.3",".",".","."
"Womens Bodies-Hlth&Disease","103","001","462","3.563","50.9","27.1","13.2","5.2","2.2","0.4","0.9",".",".",".",".",".","0.2",".",".","."
"Women in Ethnic Amer Lit","248","001","14","3.607","57.1","7.1","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250","001","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310","001","25","3.583","44.0","48.0",".",".",".",".","4.0",".",".",".",".",".","4.0",".",".","."
"","310","002","35","3.765","57.1","34.3","5.7",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"","310","003","29","3.389","13.8","48.3","27.6","3.4",".",".",".",".",".",".",".",".","6.9",".",".","."
"","310","004","14","3.769","57.1","28.6","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Gender, Women & the","","Course Total","103","3.617","41.7","40.8","10.7","1.0",".",".","1.0","1.0",".",".",".",".","3.9",".",".","."
"Race&Gendr-Post-WW II  US Soc","326","001","28","3.625","46.4","21.4","10.7","7.1",".",".",".","10.7",".",".",".",".",".",".","3.6","."
"Latinas: Self Ident&Social Chg","332","001","30","3.283","30.0","30.0","23.3","6.7","6.7","3.3",".",".",".",".",".",".",".",".",".","."
"Topics in LGBTQ Sexuality","340","001","37","3.471","29.7","29.7","29.7","2.7",".",".",".",".",".",".",".",".","8.1",".",".","."
"Women-African Diaspora&Africa","367","001","6","3.600","50.0",".","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".","."
"Constructns-Gender in Media","421","001","44","3.593","52.3","25.0","11.4","4.5","4.5",".",".","2.3",".",".",".",".",".",".",".","."
"Women's Intl Human Rights","424","001","32","3.742","59.4","25.0","12.5",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"Contemp Feminist Theories","441","001","32","3.109","25.0","40.6","15.6","6.3","3.1",".","9.4",".",".",".",".",".",".",".",".","."
"Psychology of Women","522","001","12","3.417","41.7","16.7","33.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Women & Health","533","001","44","3.648","54.5","36.4","4.5","2.3",".",".","2.3",".",".",".",".",".",".",".",".","."
"Fem Thry&Women Writng-English","574","001","8","3.188",".","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Amer Women Writers","595","001","10","3.400","30.0","20.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gender, Race&Civil Rgts Mvmnt","625","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Smr in Women's St","640","001","17","3.765","52.9","47.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Visual Cultr, Gender&Race Thry","679","001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Senior Honors Thesis I","681","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Specl Topics-Women&Society","720","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Feminist Theory & Criticism","737","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Grad Study-Gen & Women's Study","880","001","14","3.923","78.6","14.3",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","999","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
