"","990
230","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
285","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
287","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","",".",".",".",".",".","",".","",".","42.9","",".",".",".","57.1",".",".",".","."
"MEDICINE
632","Dept. Total","254","3.834","70.5","18.9","4.3",".","0.4","",".","",".","1.2","",".",".",".","1.6","1.2",".","1.6","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.000","33.3","33.3",".",".","33.3","",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","16","3.963","81.3","6.3",".",".",".","",".","",".",".","",".",".",".",".",".",".","12.5","."
"Senior","","24","3.972","87.5","4.2",".",".",".","",".","",".",".","",".",".",".",".",".",".","8.3","."
"Undergraduates","","43","3.902","81.4","7.0",".",".","2.3","",".","",".",".","",".",".",".",".",".",".","9.3","."
"Graduate","","8","4.000","25.0",".",".",".",".","",".","",".","25.0","",".",".",".","50.0",".",".",".","."
"Prof Yr 3","","11","3.950","72.7","9.1",".",".",".","",".","",".",".","",".",".",".",".","18.2",".",".","."
"Prof Yr 4","","192","3.817","69.8","22.9","5.7",".",".","",".","",".","0.5","",".",".",".",".","0.5",".",".","0.5"
"Professionals","","203","3.821","70.0","22.2","5.4",".",".","",".","",".","0.5","",".",".",".",".","1.5",".",".","0.5"
"","Dept. Total","254","3.834","70.5","18.9","4.3",".","0.4","",".","",".","1.2","",".",".",".","1.6","1.2",".","1.6","0.4"
