"SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","",""
"Marriage and Family","120
001","274","3.178","19.7","25.5","38.0","8.0","4.7","1.5","1.1",".",".",".",".",".","1.1",".",".","0.4"
"","125
001","23","3.717","60.9","26.1","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","125
002","358","3.129","22.9","27.9","18.7","16.5","8.9","3.1","0.3","0.6","0.3",".",".",".","0.6",".","0.3","."
"Contemporary Amer Society","Course Total","381","3.157","25.2","27.8","18.1","15.7","8.4","2.9","0.3","0.5","0.3",".",".",".","0.5",".","0.3","."
"Criminal Justice in America","131
001","78","2.962","16.7","15.4","26.9","25.6","15.4",".",".",".",".",".",".",".",".",".",".","."
"","134
001","388","3.027","18.6","21.1","25.5","18.8","13.7","1.3","0.3","0.8",".",".",".",".",".",".",".","."
"","134
002","84","3.690","57.1","20.2","14.3",".","2.4",".",".","6.0",".",".",".",".",".",".",".","."
"","134
003","99","3.573","40.4","35.4","17.2","3.0","1.0",".",".","3.0",".",".",".",".",".",".",".","."
"","134
004","90","3.232","13.3","38.9","28.9","8.9",".","3.3",".","3.3","3.3",".",".",".",".",".",".","."
"Am Racial&Ethnic Minorities","Course Total","661","3.185","26.0","25.6","23.3","12.7","8.5","1.2","0.2","2.1","0.5",".",".",".",".",".",".","."
"Intro-Community & Envir Soc","140
001","56","3.304","17.9","41.1","30.4","5.4","5.4",".",".",".",".",".",".",".",".",".",".","."
"Hum Sexuality-Soc,Psych Iss","160
001","188","2.801","11.2","21.8","20.7","19.7","20.7","3.2","1.6",".",".",".",".",".","0.5",".","0.5","."
"","170
001","33","3.697","48.5","45.5","3.0","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
170","15","3.367","53.3",".","26.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"Population Problems","Course Total","48","3.594","50.0","31.3","10.4","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","198
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","198
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","3","***","","","","","","","","","","","","","","","",""
"","199
016","62","3.964","88.7","6.5",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"","199
058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199
066","20","3.935","95.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","199
081","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","86","3.963","90.7","4.7",".","1.2",".",".",".",".",".",".",".",".","3.5",".",".","."
"Survey of Sociology","210
001","103","3.460","30.1","41.7","17.5","5.8","2.9",".",".","1.9",".",".",".",".",".",".",".","."
"The Sociological Enterprise","211
001","78","3.039","16.7","21.8","35.9","9.0","12.8","1.3","1.3",".",".",".",".",".","1.3",".",".","."
"Ethnic Movements in U.S.","220
001","67","3.367","32.8","32.8","17.9","4.5","3.0","4.5",".","3.0",".",".",".",".","1.5",".",".","."
"Food, Culture, and Society","222
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244
001","11","3.591","36.4","45.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organizations and Society","250
001","33","3.045","15.2","27.3","30.3","12.1","12.1","3.0",".",".",".",".",".",".",".",".",".","."
"Civs of India-Modern Period","252
001","26","3.646","42.3","38.5","7.7","3.8",".",".",".",".",".",".",".",".","7.7",".",".","."
"Africa: Introductory Survey","277
001","29","2.768","10.3","10.3","24.1","27.6","24.1",".",".",".",".",".",".",".",".","3.4",".","."
"","357
001","21","3.310","38.1","33.3","14.3",".","9.5",".","4.8",".",".",".",".",".",".",".",".","."
"","357
002","19","3.526","36.8","36.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","357
003","23","3.478","52.2","21.7","13.0","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","357
004","25","3.848","76.0","4.0","12.0",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"","357
006","19","3.105","26.3","26.3","21.1","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","357
007","19","3.000","10.5","47.4","15.8","5.3","15.8",".","5.3",".",".",".",".",".",".",".",".","."
"","357
008","8","2.938","25.0","25.0","12.5","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"","357
011","22","3.318","22.7","50.0","18.2","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","Course Total","156","3.360","38.5","30.1","16.0","3.8","6.4","1.9","1.9",".",".",".",".",".","1.3",".",".","."
"","360
001","29","3.250","20.7","37.9","13.8","17.2","6.9",".",".",".",".",".",".",".","3.4",".",".","."
"","360
002","37","2.514","8.1","10.8","21.6","29.7","10.8","13.5","2.7","2.7",".",".",".",".",".",".",".","."
