"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","","38","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-PT Exam,Eval,Diagnos","527
001","","40","3.592","25.0","62.5","7.5",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","539
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","Course Total","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
002","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","Course Total","","38","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627
001","","40","3.463","27.5","37.5","35.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635
001","","38","3.711","44.7","52.6","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine I","664
001","","40","3.463","12.5","67.5","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676
001","","38","3.671","36.8","60.5","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship IV","703
001","","39","",".",".",".",".",".",".",".",".",".","97.4","2.6",".",".",".",".","."
"","799
036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","","390","3.637","41.5","30.8","7.4",".",".",".",".",".",".","19.2","0.3",".","0.8",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","161","3.538","41.6","41.6","15.5",".",".",".",".",".",".",".",".",".","1.2",".",".","."
"Prof Yr 2","","","190","3.740","50.0","27.9","2.1",".",".",".",".",".",".","19.5",".",".","0.5",".",".","."
"Prof Yr 3","","","39","",".",".",".",".",".",".",".",".",".","97.4","2.6",".",".",".",".","."
"Professionals","","","390","3.637","41.5","30.8","7.4",".",".",".",".",".",".","19.2","0.3",".","0.8",".",".","."
"","Dept. Total","","390","3.637","41.5","30.8","7.4",".",".",".",".",".",".","19.2","0.3",".","0.8",".",".","."
