"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","",""
"699","102","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","180","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","183","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","184","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","190","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","193","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","195","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","200","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","206","4","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","215","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","216","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","217","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","218","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","220","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","224","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","229","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","231","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","234","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","235","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","236","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","237","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","238","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","45","3.908","82.2","6.7",".",".","2.2","",".","",".","",".","",".",".",".",".",".",".","8.9","."
"812","041","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"812","042","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"812","081","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","6","3.000",".",".","66.7",".",".","",".","",".","",".","",".",".",".",".","33.3",".",".","."
"910","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"916","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"916","012","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care (CSC)","Course Total","9","3.833","66.7","33.3",".",".",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","010","5","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","004","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"January 24, 2011","","","","","","","","","","","","","","","","","","","","","","Page 348 of 402",""
