"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Cl Nephrology Clerk-CSC/VAH","Course Total","6","3.667","66.7","",".","33.3",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"981","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"981","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"981","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"985","034","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"988","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"988","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"990","206","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","215","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","218","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","230","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","285","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","287","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","",".","",".",".",".","",".","",".","",".","42.9","",".",".",".","57.1",".",".",".","."
