"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","",""
"957","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery-Marshfield","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"960
Transplantation Clerk-CSC","043","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","041","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Surgery-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"963
Cardiac Surg Clerkship-CSC","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"964
Thoracic Surgery Clerk-CSC","003","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","008","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","009","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","145","3.665","56.6","22.8","9.7",".","0.7","",".","",".","7.6","",".",".",".",".","0.7",".","2.1","."
