"TERM : 1112","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2010-2011","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"SR MED
882","171
Dept. Total","3.678","63.2","17.5","17.5",".",".",".",".",".",".",".",".",".","0.6",".  
1.2
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","",""
"Prof Yr 3","64","3.446","34.4","21.9","40.6",".",".",".",".",".",".",".",".",".","1.6",".  
1.6
."
