"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  GERMAN, NORDIC, AND SLAVIC (425)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","200","LEC","001","1","16:00 - 17:15","T","R","","","","0482 0494","20","5","0003226099","P / THOMAS DUBOIS"
"A1","270","LEC","001","1","09:30 - 10:45","T","R","","","","0155 1325","21","10","0004722008","P / NALAN ERBIL ERKAN"
"A1","331","LEC","001","1","08:50 - 09:40","M
T","W
R","","","","0482 0591","","1","0004941702","P / GULNARA GLOWACKI"
"A1","339","LEC","001","3","11:00 - 11:50","M
T","W
R","","","","0482 0386","","4","0004722008","P / NALAN ERBIL ERKAN"
"A1","375","SEM","001","1","16:00 - 17:15","T","R","","","","0057 2425","18","11","0005920812","P / ADAM STERN"
"A1","439","LEC","001","3","09:00 - 10:00","M
T","W
R","","","","ONLINE","","2","0002601053","P / JOLANDA TAYLOR"
"A1","539","LEC","001","1","13:00 - 14:15","T","R","","","","0482 0123","","2","0004722008","P / NALAN ERBIL ERKAN"
