"Middle English","321
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Ancient & Medieval Science","322
001","","9","3.556","33.3","44.4","22.2",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","6","3.083",".","33.3","50.0","16.7","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","16","3.375","18.8","43.8","31.3","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","9","3.556","33.3","44.4","22.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.167",".","50.0","33.3","16.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","15","3.400","20.0","46.7","26.7","6.7","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","16","3.375","18.8","43.8","31.3","6.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
