"Clerkshp-FamMed&Prac-Wausau","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clrkshp:Rurl Hlth-Statewide","927
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Correctnl Hlth-State/County","932
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FAM MED
370","Dept. Total","","14","3.649","57.1","21.4","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","14.3"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","5","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","",".",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 4","","","7","3.594","42.9","42.9","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","7","3.594","42.9","42.9","14.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","14","3.649","57.1","21.4","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","14.3"
