"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"","699","054","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","699","055","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"Rsch in Fam Med-Wingra FMC","910","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","920","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-EauClaire","922","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerkshp-FamMed&Prac-Wausau","923","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rurl Hlth-Statewide","927","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","931","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Correctnl Hlth-State/County","932","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","","Dept. Total","14","3.649","57.1","21.4","7.1",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","14.3"
