"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICIAN ASSISTANT PROGR","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Med-Phy Asst II","401
001","29","3.655","41.4","48.3","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics for Phy Asst II","403
001","37","3.338","32.4","24.3","24.3","16.2","2.7",".",".",".",".",".",".",".",".",".",".","."
"Iss Pro Pract for Phy Assts","416
001","29","3.655","55.2","20.7","24.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Patnt Eval/Prim Care II","421
001","29","3.828","65.5","34.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab Medicine for Phy Asst","440
001","29","3.190","17.2","24.1","37.9","20.7",".",".",".",".",".",".",".",".",".",".",".","."
"Team Appr-Emergncy Care","448
001","31","3.549","29.0","51.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Pro Iss-Phy Assts","516
001","28","3.429","14.3","64.3","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Surgery Preceptor","629
001","13","3.577","38.5","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","639
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
639","26","3.654","42.3","46.2","11.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Primry Care Precpt","Course Total","31","3.629","41.9","41.9","16.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Internl Med Precpt","649
001","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"PHY ASST
750","Dept. Total","272","3.597","38.6","37.9","17.6","5.5","0.4",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","262","3.597","38.5","37.8","17.9","5.3","0.4",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","263","3.597","38.4","38.0","17.9","5.3","0.4",".",".",".",".",".",".",".",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","8","3.563","50.0","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","272","3.597","38.6","37.9","17.6","5.5","0.4",".",".",".",".",".",".",".",".",".",".","."
