"Child Psych Clerk-CSC","946
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Genetics Clerk-CSC","953
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Pediatric Sports Med-CSC","966
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PEDIAT
708","Dept. Total","","87","3.656","48.3","34.5","11.5","2.3","",".","",".","",".","3.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","3.500","66.7",".",".","33.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","3.611","66.7","16.7",".","16.7","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","1","3.500",".","100.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","63","3.657","46.0","41.3","11.1","1.6","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","16","3.660","50.0","12.5","18.8",".","",".","",".","",".","18.8","",".",".","",".","",".","",".",".",".","."
"Professionals","","","80","3.655","46.3","36.3","12.5","1.3","",".","",".","",".","3.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","87","3.656","48.3","34.5","11.5","2.3","",".","",".","",".","3.4","",".",".","",".","",".","",".",".",".","."
