"ENVIR ST - GAYLORD NELSON I","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","",""
"990","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","146","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","204","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","75","3.964","53.3","2.7",".",".",".",".",".","29.3",".",".",".","12.0",".",".",".","2.7"
"992
Special Topics-Land Resrces","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"993
Smr:Rsrch Mthds-Land Rsrces","001","","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","194","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
