"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","006","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"613","007","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","008","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"613","009","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preceptrshp-Nurse Practitnr","Course Total","","51","3.822","70.6","27.5","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"698","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","047","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","17","3.719","52.9","29.4","11.8",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"715","001","","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","002","","29","3.732","44.8","51.7",".",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"715","003","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mgt Hlth Probs-Ambul Settng","Course Total","","55","3.776","56.4","41.8",".",".",".",".",".","1.8",".",".",".",".",".",".",".","."
"719","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","034","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"719","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","17","3.972","47.1","5.9",".",".",".",".",".","47.1",".",".",".",".",".",".",".","."
"735
Hlth-Women Across Lifespan","001","","15","3.600","46.7","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"745
Prev Hlth Care-Childn&Adol","001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
