"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"","699","095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","096","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Third Year Surgery","812","001","73","3.527","46.6","23.3","19.2","6.8",".",".","1.4",".","1.4",".",".",".",".",".",".","1.4"
"Cardiothoracic Surg Selectv","821","001","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plastic Surgery Selective","823","001","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurosurgery Selective","824","001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Otolaryngology Selective","825","001","8","3.438","12.5","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Urology Selective","826","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surgery Clerkship-CSC","920","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrk/Orange-Meritr","921","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrk/Green-Meriter","922","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","923","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-LaCrosse","924","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Breast Disease","930","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Neurosurgery Clerkship-CSC","935","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","940","001","8","3.727","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","941","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","948","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","949","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","956","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Emergncy Med Clerk-LaCrosse","959","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Burn Surgery Clrkshp (CSC)","961","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Surgery-CSC","962","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","963","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"SURGERY
936","","Dept. Total","167","3.581","50.9","29.9","13.8","3.0",".",".","0.6","0.6","0.6",".",".",".",".",".",".","0.6"
