"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACEUTICAL SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","",""
"PHM SCI
718","Dept. Total","685","3.136","28.8","16.9","26.3","14.5","11.2","0.4","",".","1.0","",".",".","",".","0.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","294","3.209","23.1","19.4","36.7","10.5","9.2","1.0","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","10","2.684","20.0","20.0","10.0","10.0","40.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","82","3.285","31.7","19.5","34.1","4.9","9.8",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","387","3.207","25.1","19.4","35.4","9.3","10.1","0.8","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","83","3.982","81.9","1.2","1.2",".",".",".","",".","8.4","",".",".","",".","7.2","",".",".",".","."
"Prof Yr 1","","215","2.924","14.9","18.6","19.5","29.3","17.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","215","2.924","14.9","18.6","19.5","29.3","17.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","685","3.136","28.8","16.9","26.3","14.5","11.2","0.4","",".","1.0","",".",".","",".","0.9","",".",".",".","."
