"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","113","3.707","61.1","14.2","12.4","3.5","2.7","",".","",".","2.7","",".",".","",".","1.8","",".",".","1.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","5","2.444",".",".","20.0","40.0","20.0","",".","",".","20.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","","6","2.545",".",".","33.3","33.3","16.7","",".","",".","16.7","",".",".","",".",".","",".",".",".","."
"Special","","4","3.200","25.0",".","50.0","25.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","99","3.792","65.7","16.2","10.1","1.0","1.0","",".","",".","2.0","",".",".","",".","2.0","",".",".","2.0","."
"Prof Yr 4","","4","3.500","75.0",".",".",".","25.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","4","3.500","75.0",".",".",".","25.0","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","113","3.707","61.1","14.2","12.4","3.5","2.7","",".","",".","2.7","",".",".","",".","1.8","",".",".","1.8","."
