"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Third Year Anesthesia","812
001","","62","3.774","71.0","17.7","8.1","1.6","1.6",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","920
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","63","3.750","69.8","17.5","9.5","1.6","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","2","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","59","3.780","72.9","15.3","8.5","1.7","1.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","3.333","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","63","3.750","69.8","17.5","9.5","1.6","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","63","3.750","69.8","17.5","9.5","1.6","1.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
