"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","150","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","155","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","163","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","164","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Prin Int Med-Basic Clrkship","812","001","73","3.308","17.8","24.7","56.2",".",".",".",".",".",".",".",".",".",".","1.4",".","."
"Dermatology Selective","821","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","915","001","81","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","915","002","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","","Course Total","97","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","919","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","920","001","33","3.621","48.5","30.3","18.2","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","921","001","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Internal Med Clinic","922","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Oncology Inpt Clerkshp-CSC","937","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy&ClinImmun Clerk-CSC","940","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy Clerkshp-Marshfield","941","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol Consult Serv-CSC","943","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Cardiol Clerkshp-VAH","944","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol-Clin Clerk-LaCrosse","950","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Electrocardiography-CSC","952","001","70","3.986","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","953","001","7","3.600","57.1",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"Emergency Med Clrk-Meriter","957","001","6","3.364",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","960","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrin/Diabetes Clrk-Milw","961","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","962","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Nutrition Counslng Clrk-CSC","963","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","965","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Med Clerk-CSC","969","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-VAH","972","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerk-Milw","974","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","976","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","985","001","9","3.688","33.3","55.6",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Crit Care/Med ICU-Marshfld","987","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","988","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","990","155","2","***","","","","","","","","","",".",".",".",".",".",".","."
