"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","252","3.492","39.3","12.3","7.9","4.8","4.8","",".","",".","27.4","",".",".","",".","1.6","0.8","1.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","4","2.500",".",".","50.0",".","50.0","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","25","3.173","40.0","12.0","16.0","16.0","12.0","",".","",".",".","",".",".","",".",".",".","4.0",".","."
"Senior","","31","2.981","22.6","19.4","9.7","12.9","19.4","",".","",".","9.7","",".",".","",".",".",".","6.5",".","."
"Undergraduates","","61","3.011","27.9","14.8","14.8","14.8","18.0","",".","",".","4.9","",".",".","",".",".",".","4.9",".","."
"Special","","3","3.000",".","33.3","33.3","33.3",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","188","3.770","43.6","11.2","5.3","1.1","0.5","",".","",".","35.1","",".",".","",".","2.1","1.1",".",".","."
"","Dept. Total","252","3.492","39.3","12.3","7.9","4.8","4.8","",".","",".","27.4","",".",".","",".","1.6","0.8","1.2",".","."
