"PHARMACEUTICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","","",""
"421
Intro-Drug Actn&Delivery II","001","","120","2.848","12.5","21.7","13.3","29.2","23.3",".",".",".",".",".",".",".",".",".",".","."
"432
Pharmceut Biochem & Biotech","001","","117","2.970","16.2","14.5","29.9","25.6","13.7",".",".",".",".",".",".",".",".",".",".","."
"473
Pharmacology III","001","","114","3.132","16.7","23.7","40.4","7.9","11.4",".",".",".",".",".",".",".",".",".",".","."
"474
Pharmacology IV","001","","114","2.868","4.4","18.4","42.1","18.4","15.8","0.9",".",".",".",".",".",".",".",".",".","."
"490
Selected Topics-Pharm Sci","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"557
Contemporary Pharmacy Pract","001","","110","3.464","43.6","19.1","30.9","2.7","1.8","1.8",".",".",".",".",".",".",".",".",".","."
"558
Lab Techniques-Pharmacology","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"626
Toxicology II","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692
Senior Thesis","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","12","3.853","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"773
Solids & Powder Technology","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"781
Special Topics-Pharm Sci","001","","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"932","002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","003","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conference-Research Workers","Course Total","","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","082","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","38","4.000","65.8",".",".",".",".",".",".","18.4",".",".",".","15.8",".",".",".","."
"999
Advanced Independent Study","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
