"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"746
Intrdis Care-Chron Ill Chld","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","4","***","","","","","","","","","","","","","","","",""
"748
Leadershp-Roles,Ethics,Care","001","","17","3.767","47.1","41.2",".",".",".",".",".",".",".",".",".",".",".",".","11.8","."
"761
Care-Populatn Grps-Com Hlth","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"771
Instr Process-Nursing Educ","001","","15","3.750","60.0","20.0","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"773
Smr-Nursing Administration","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"774
Practicum-Nursing Mgmt","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"775","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"775","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in Nursing","Course Total","","5","***","","","","","","","","","","","","","","","",""
"790
Masters Thesis","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"798","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","8","3.923","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"810
Smr-Nursing Practice Thry","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"861
Cl Rsch:Hlth Promo&Ill Prev","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis Research","Course Total","","12","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"991
Smr-Nursing Research","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 366 of 383",""
