"TERM : 0984","","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special Problems-Neurology","699
075","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Hum Muscl Func/Hlth&Disease","779
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","812
003","","32","3.452","31.3","31.3","31.3",".","3.1",".","",".","",".","",".","",".",".","",".","",".",".",".","3.1"
"","812
004","","35","3.486","28.6","45.7","22.9",".","2.9",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Third Year Neurology","Course Total","","67","3.470","29.9","38.8","26.9",".","3.0","",".","",".","",".","",".",".","",".","",".",".",".",".","1.5"
"NEUROL
676","Dept. Total","","69","3.470","29.0","37.7","26.1",".","2.9","",".","",".","",".","",".","1.4","",".","",".","1.4",".",".","1.4"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","",".",".",".",".",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Undergraduates","","","1","",".",".",".",".",".","",".","",".","",".","",".","100.0","",".","",".",".",".",".","."
"Prof Yr 1","","","1","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","","2","3.000",".",".","100.0",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","","63","3.492","31.7","39.7","23.8",".","3.2","",".","",".","",".","",".",".","",".","",".",".",".",".","1.6"
"Prof Yr 4","","","2","3.500",".","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","50.0",".",".","."
"Professionals","","","68","3.470","29.4","38.2","26.5",".","2.9","",".","",".","",".","",".",".","",".","",".","1.5",".",".","1.5"
"","Dept. Total","","69","3.470","29.0","37.7","26.1",".","2.9","",".","",".","",".","",".","1.4","",".","",".","1.4",".",".","1.4"
"March 29, 2013","","","","","","","","","","","","","","","","","","","","","","","","","Page 342 of 383",""
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","","","","","","","","","","","",""
