"TERM : 0984","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 1997-98","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","152","3.719","49.3","44.7","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.7"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","78","3.595","26.9","64.1","7.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","1.3"
"Prof Yr 4","","73","3.857","72.6","24.7","2.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","152","3.719","49.3","44.7","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.7"
"","Dept. Total","152","3.719","49.3","44.7","5.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","0.7"
