"","764
008","1","***","","","","","","","","","",".",".","",".","",".","",".",".","."
"Vet Pharmacy Clerkship","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"Grad Sem Hlth-System Pharmacy","962
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"Advanced Independent Study","999
028","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","."
"PHM PRAC
728","Dept. Total","2211","3.683","57.8","16.9","9.1","5.0","2.2","0.0","0.2","1.6","0.0","7.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","21","3.810","81.0","9.5","4.8",".","4.8",".",".",".",".",".","",".","",".","",".",".",".","."
"Junior","","5","***","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","10","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Undergraduates","","42","3.913","90.5","4.8","2.4",".","2.4",".",".",".",".",".","",".","",".","",".",".",".","."
"Graduate","","23","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","374","3.953","56.1","2.9","0.5",".",".","0.3",".",".",".","40.1","",".","",".","",".",".",".","."
"Prof Yr 2","","774","3.377","41.2","26.5","14.6","9.9","3.6",".","0.5","3.5","0.1",".","",".","",".","",".",".",".","."
"Prof Yr 3","","641","3.556","59.6","18.9","11.2","4.8","3.0",".",".","1.2",".","1.2","",".","",".","",".",".",".","."
"Prof Yr 4","","357","3.903","86.0","9.5","3.6","0.8",".",".",".",".",".",".","",".","",".","",".",".",".","."
"Professionals","","2146","3.679","56.8","17.3","9.3","5.2","2.2","0.0","0.2","1.6","0.0","7.4","",".","",".","",".",".",".","."
"","Dept. Total","2211","3.683","57.8","16.9","9.1","5.0","2.2","0.0","0.2","1.6","0.0","7.1","",".","",".","",".",".",".","."
