"","967
005","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Urology Clerkship-CSC","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Opt. Value, Quality and Safety","973
006","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Patient Ed. as Advocacy Strat.","974
006","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"SURGERY
936","Dept. Total","","94","3.954","83.0","5.3","1.1","",".","",".","",".","",".","9.6","",".",".","",".","",".","",".",".","1.1","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","6","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","4.000","88.9",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","11.1","."
"Senior","","","25","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","40","4.000","97.5",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","2.5","."
"Prof Yr 3","","","16","3.944","62.5","12.5",".","",".","",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","38","3.917","76.3","7.9","2.6","",".","",".","",".","",".","13.2","",".",".","",".","",".","",".",".",".","."
"Professionals","","","54","3.924","72.2","9.3","1.9","",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.954","83.0","5.3","1.1","",".","",".","",".","",".","9.6","",".",".","",".","",".","",".",".","1.1","."
