"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NURSING","","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692","NURSING","","","","","","","","","","","","","","","","","","",""
"692","NURSING","1890
Dept. Total","3.782","55.8","18.1","4.9","1.1","0.2","0.1","0.2","2.5","",".","16.7","0.1","0.2","0.1",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"692","NURSING","","","","","","","","","","","","","","","","","","",""
"","Freshmen","5","***","","","","","","","","","","",".",".",".",".",".",".","."
