"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","176","3.694","65.3","16.5","5.7","1.1","2.8","1.1","",".","6.3","",".",".","",".","",".","1.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","9","3.556","44.4","33.3","11.1","11.1",".",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","15","3.454","66.7","13.3",".",".","13.3","6.7","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","40","3.541","52.5","25.0","10.0","2.5","5.0","2.5","",".",".","",".",".","",".","",".","2.5",".",".","."
"Undergraduates","","64","3.522","54.7","23.4","7.8","3.1","6.3","3.1","",".",".","",".",".","",".","",".","1.6",".",".","."
"Special","","4","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","107","3.858","71.0","13.1","4.7",".",".",".","",".","10.3","",".",".","",".","",".","0.9",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","176","3.694","65.3","16.5","5.7","1.1","2.8","1.1","",".","6.3","",".",".","",".","",".","1.1",".",".","."
