"699","012
5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013
9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Neurosurg-Directed Study","Course Total
46","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919
Individualized 4th Yr Clerk","003
2","***","","","","","","","","","",".",".",".",".",".",".","."
"NEURSURG
678","48
Dept. Total","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","",""
"Sophomore","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","19","3.978","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","24","3.976","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","45","3.978","95.6","4.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
48","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
