"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","095","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"727","020","","14","3.536","42.9","50.0",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"727","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"727","060","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract II","Course Total","","26","3.635","53.8","34.6","7.7",".",".","3.8",".",".",".",".",".",".",".",".",".","."
"729","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"729","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"729","060","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev II","Course Total","","26","3.926","88.5","7.7","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","25","3.960","96.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"785
Found of Curr Dev&Eval-Nurs Ed","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"786
Found of Teach&Learn in Nursng","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799
Independent Study","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"802
Ethics & Conduct of Research","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"803
Adv Quant Design & Methods","001","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Clinical Leadership IV","001","","31","3.983","93.5","3.2",".",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"881
Capstone Smr in Prevention Sci","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 404 of 426",""
