"TERM : 1184","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"LAFOLLETTE SCHOOL PUB AFF Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"PUB AFFR
Dept. Total
826","333","3.823","65.8","25.2","3.3","0.6","",".","",".","",".","4.5","",".",".","",".","",".","0.3",".","0.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","16","3.875","81.3","12.5","6.3",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","16","3.875","81.3","12.5","6.3",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","4","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","298","3.822","65.8","25.2","3.4","0.7","",".","",".","",".","4.4","",".",".","",".","",".","0.3",".","0.3","."
"Prof Yr 3","7","3.917","71.4","14.3",".",".","",".","",".","",".","14.3","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","8","3.625","25.0","75.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","15","3.750","46.7","46.7",".",".","",".","",".","",".","6.7","",".",".","",".","",".",".",".",".","."
"Dept. Total","333","3.823","65.8","25.2","3.3","0.6","",".","",".","",".","4.5","",".",".","",".","",".","0.3",".","0.3","."
