"920","005
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","041
2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","043
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total
5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","9
Dept. Total","4.000","88.9","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".","11.1",".",".","."
"Summary by Level","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Senior","3","***","","","","","","","","","","","","","","","","","",".",".",".","33.3",".",".","."
"Undergraduates","4","***","","","","","","","","","","","","","","","","","",".",".",".","25.0",".",".","."
"Prof Yr 3","4","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","5","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
9","4.000","88.9","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".","11.1",".",".","."
